ticker,field,value
AVID UW,CIE_DES,"Avid Technology, Inc. develops a variety of software and systems.The Company markets digital editing, newsroom computer systems, and digital audio systems. Avid serves customers worldwide."
AVIR UW,CIE_DES,"Atea Pharmaceuticals, Inc. operates as a biopharmaceutical company. The Company focuses on discovery of oral direct-acting antiviral therapies. Atea Pharmaceuticals serves patients, healthcare professionals, pharmaceutical, and biotechnology industries worldwide."
AVNS UN,CIE_DES,"Avanos Medical, Inc. operates as a medical technology company. The Company offers infection prevention, surgical, respiratory, digestive health, and pain management solutions. Avanos Medical serves healthcare sector worldwide."
AVNT UN,CIE_DES,"Avient Corporation is an international polymer services company with operations in North America, Europe, Asia, Australia, and South America. The Company provides thermoplastic compounds, specialty resins, specialty polymer formulations, engineered films, and color and additive systems. Avient also conducts operations in rubber compounding and thermoplastic resin distribution."
AVNW UW,CIE_DES,"Aviat Networks, Inc. provides IP solutions to wireless public and private telecommunication operators. The Company designs and installs microwave routers, switches, antenna stabilization systems, and network management tools, as well as offers network optimization, lifecycle support, and managed network services. Aviat Networks serves customers worldwide."
APPS UR,CIE_DES,"Digital Turbine, Inc. delivers a mobile services platform that works with mobile operators and third-party publishers to provide portal management, user interface, content development and billing technology that enables the responsible distribution of mobile entertainment."
ARCB UW,CIE_DES,ArcBest Corporation is a diversified holding company involved in motor carrier transportation and intermodal transportation operations. The Company transports a variety of goods around the world.
ARCH UN,CIE_DES,"Arch Resources, Inc. owns and operates coal mines. The Company produces metallurgical coals, and supplies high-vol A coking coal, as well as specializes in  mining, marketing, and logistics. Arch Resources serves customers worldwide."
ARCT UQ,CIE_DES,"Arcturus Therapeutics Holdings Inc. operates as a holding company. The company, through its subsidiaries, focuses on RNA therapeutics for the treatment of diseases. Arcturus Therapeutics Holdings serves patients in the United States."
AREN UA,CIE_DES,"The Arena Group Holdings, Inc. is a tech-powered media company. The Company empowers brands and the creator community by providing technical solutions, distribution, and monetization which improves the opportunity for journalists, editors, and content creators to impact, inform, educate, and entertain consumers worldwide."
ARGO UN,CIE_DES,"Argo Group International Holdings, Ltd. offers property casualty insurance and reinsurance. The Company offers excess and surplus lines, select markets, and international specialty insurance."
ARI UN,CIE_DES,"Apollo Commercial Real Estate Finance, Inc. is a commercial real estate finance company. The Company invests in, acquires and manages commercial real estate mortgage loans, commercial mortgage-backed securities, commercial real estate corporate debt and loans, and other real estate-related debt investments in the United States."
ARIS UN,CIE_DES,"Aris Water Solutions, Inc. provides full-cycle water handling and recycling solutions. The Company develops and operates produced water infrastructure and recycling for the operators in the Permian Basin. Aris Water Solutions serves customers in the United States."
ARKO UR,CIE_DES,"ARKO Corp. operates as a holding company. The Company, through its subsidiaries, operates convenience stores."
ARL UN,CIE_DES,"American Realty Investors, Inc. operates as a real estate investment company. The Company deals in acquisition, financing, operation, and sale of apartments, office buildings, retail centers, and parcels of land. American Realty Investors serves clients in the United States."
AXSM UQ,CIE_DES,"Axsome Therapeutics, Inc. operates as a biopharmaceutical company. The Company focuses on developing therapies for pain, neurological disorders, and other central nervous system. Axsome Therapeutics serves patients worldwide."
AXTI UW,CIE_DES,"AXT, Inc. manufactures semiconductor. The Company provides LEDs, electronic devices for switches, power amplifiers, and laser diodes. AXT serves customers worldwide."
AZZ UN,CIE_DES,"AZZ Incorporated provides metal finishing services. The Company offers galvanizing and metal and coil coating solutions for extending the life and maximizing the performance of metal infrastructure, equipment, and components. AZZ serves customers in the United States."
B UN,CIE_DES,"Barnes Group Inc. is a global provider of engineered products, industrial technologies and solutions. The Company's specialized products and services are used in applications, such as aerospace, transportation, manufacturing, healthcare and packaging."
BALY UN,CIE_DES,"Bally's Corporation is a casino-entertainment company with a growing omni-channel presence of online sports betting and iGaming offerings. The Company owns and manages casinos, hotels and resorts, spa, and horse racetracks, as well as provides online gaming and sports betting solutions. Bally's serves clients worldwide."
BANC UN,CIE_DES,"Banc of California, Inc. offers banking services. The Company provides commercial banking and home lending services to diverse individuals, private businesses, entrepreneurs, families, employees, and homeowners. Banc of California serves customers in the State of California."
BAND UW,CIE_DES,"Bandwidth Inc. provides telecommunication services. The Company offers voice-over Internet, integrated phone systems, smartphones, and business-grade Internet connectivity solutions through cloud-based communications. Bandwidth serves customers in the United States."
BANF UW,CIE_DES,BancFirst Corporation is a bank holding company owning and controlling one and more banks.
BANR UW,CIE_DES,"Banner Corporation is a bank holding company involved in the business of planning, directing, and coordinating the business activities of its subsidiary banks. The Banks offers a wide variety of commercial banking services and financial products to individuals, businesses, and public sector entities."
BARK UN,CIE_DES,"BARK, Inc. provides pet supplies. The Company offers dog foods and wellness supplements. BARK serves customers worldwide."
BBW UN,CIE_DES,"Build-A-Bear Workshop, Inc. is an interactive and entertainment mall-based retailer that invites guests to create their own customized stuffed animals through a bear-making process. The Company serves customers worldwide."
BCBP UQ,CIE_DES,"BCB Bancorp, Inc. operates as a bank. The Company offers a full array of deposit and loans, as well as provides services such as courier, phone banking, debit card, and digital banking. BCB Bancorp serves customers in the United States."
BCC UN,CIE_DES,"Boise Cascade Company manufactures and markets wood products. The Company offers lumber, plywood, engineered wood, and particleboard, as well as adhesive sealants, concrete, fasteners, flashing, vents, framing accessories, gypsum, insulating, locks, and roofing products. Boise Cascade serves customers in the State of Idaho."
BCML UW,CIE_DES,"Baycom Corp provides banking services. The bank offers deposit products, personal account, loans, online banking, cash management, and business savings services. Baycom serves clients in the United States."
BCO UN,CIE_DES,"The Brink's Company provides security services globally. The Company provides secure transportation, cash logistics and other security-related services to banks and financial institutions, retailers, government agencies, mints, jewelers, and other commercial operations around the world."
BCOV UW,CIE_DES,"Brightcove Inc. provides video hosting and publishing services. The Company operates a video platform whose services include uploading and encoding, content management, players and styling, delivery, and live streaming. Brightcove serves customers worldwide."
BCPC UW,CIE_DES,"Balchem Corporation develops, manufactures, and markets specialty performance ingredients for the food, feed, and medical sterilization industries. The Company micro-encapsulates performance ingredients, and also repackages and markets specialty gases. Balchem sells its products through its own sales force, independent distributors, and sales agents."
BCRX UW,CIE_DES,"BioCryst Pharmaceuticals, Inc. operates as a biotech company. The Company discovers novel, oral, small-molecule medicines that treat rare diseases in which significant unmet medical needs exist and an enzyme plays a key role in the biological pathway of the disease. BioCryst Pharmaceuticals serves clients worldwide."
BDC UN,CIE_DES,"Belden Inc. designs, manufactures, and markets cable, connectivity, and networking products. The Company produces and sells a portfolio of cable, connectivity, and networking products into a variety of end markets, including industrial, enterprise, broadcast, and consumer electronics."
BDN UN,CIE_DES,"Brandywine Realty Trust is a self-administered, self-managed, and fully integrated real estate investment trust. The Company is engaged in the ownership, management, leasing, acquisition, and development of primarily suburban office properties. It also owns an interest in and operates a commercial real estate management services company."
BHVN UN,CIE_DES,Biohaven Ltd. is a clinical-stage biopharmaceutical company. The Company focuses on development of therapies for neurological and immunoscience diseases that can change current treatment paradigms. Biohaven serves customers in the United States.
BIG UN,CIE_DES,"Big Lots, Inc. is a home discount retailer that operates stores and an e-commerce platform across the United States. The Company's stores offer an assortment of merchandise, including consumables, seasonal products, furniture, housewares, toys, and gifts."
BIGC UQ,CIE_DES,"BigCommerce Holdings, Inc. operates as a software company. The Company offers SaaS platform for cross-channel commerce and cloud-based e-commerce solution that scales with business growth. BigCommerce Holdings serves customers worldwide."
BIPC UN,CIE_DES,"Brookfield Infrastructure Corporation provides asset management services. The Company invests in real estate, infrastructure, renewable power, and private equity assets. Brookfield Infrastructure serves clients worldwide."
BIRD UW,CIE_DES,"Allbirds, Inc. manufactures and retails footwear products. The Company offers shoes made from merino wool for men, women, and kids. Allbirds serves clients worldwide."
BJRI UW,CIE_DES,"BJ's Restaurants, Inc. owns and operates restaurants. The Company offers a wide range of pizza. BJ's Restaurants serves customers in the United States."
BKD UN,CIE_DES,"Brookdale Senior Living Inc. operates senior living facilities in the United States. The Company offers its residents access to a full continuum of services across all sectors of the senior living industry. Brookdale Senior operates independent living and assisted living facilities, continuing care retirement communities, and a skilled nursing."
BKE UN,CIE_DES,"The Buckle, Inc. retails casual apparel for young men and women. The Company offers casual apparel, footwear, and accessories, including denims, tops, sportswear, outerwear, and shoes. The Buckle serves customers in the United States."
BKH UN,CIE_DES,"Black Hills Corporation is a growth-oriented utility company. The Company delivers electricity and natural gas, generates electricity and produces coal to serve onsite generation.  Black Hills serves customers in Arkansas, Colorado, Iowa, Kansas, Montana, Nebraska, South Dakota, and Wyoming."
BKKT UN,CIE_DES,"Bakkt Holdings, Inc. operates as a software company. The Company develops digital asset marketplace that enables consumers to buy, sell, store, and spend digital assets. Bakkt Holdings serves customers worldwide."
BOOT UN,CIE_DES,"Boot Barn Holdings, Inc. sells western and work gear for individuals and families. The Company sells boots, jeans, shirts, hats, belts, jewelry, and other products. Boot Barn operates throughout the United States."
BORR UN,CIE_DES,Borr Drilling Limited provides commercial services. The Company offers drilling activities for oil and gas exploration and production industry. Borr Drilling serves customers worldwide.
BOWL UN,CIE_DES,Bowlero Corp. provides entertainment solutions. The Company owns and operates bowling entertainment centers. Bowlero serves customers worldwide.
BOX UN,CIE_DES,"Box, Inc. develops internet applications software. The Company operates a content sharing platform that enables users to share, access, and manage content in the cloud, as well as provides mobile access, file storage, and online collaboration solutions. Box serves customers worldwide."
BPMC UW,CIE_DES,Blueprint Medicines Corporation develops and distributes biomedical treatments. The Company researches and produces medicines and treatments for cancer targeting the molecular differences. Blueprint Medicines focuses selective drugs for genomically defined cancer patients.
BRBR UN,CIE_DES,"BellRing Brands, Inc. operates as a nutrition company. The Company sells protein, dymatize, and powerbar products. BellRing Brands serves customers worldwide."
BRBS UA,CIE_DES,Blue Ridge Bankshares Inc. is a bank holding company owning or controlling one or more banks.
BRC UN,CIE_DES,"Brady Corporation manufactures industrial identification solutions. The Company's products include labels, coated materials, signs, software, printing systems, and data-collection systems. Brady sells its products to a variety of industries around the world, including telecommunications, electrical, electronics, and manufacturing."
BRCC UN,CIE_DES,BRC Inc. operates as a non-alcoholic beverage company. The Company produces and retails military and firearms themed coffee products. BRC serves customers in the United States.
BRDS UN,CIE_DES,Bird Global Inc is an electric vehicle company focusing on transportation solutions such as e-scooters and e-bikes to communities. The Company provides micro electric vehicles to riders across cities globally.
CARG UW,CIE_DES,"CarGurus, Inc. retails automobiles and accessories. The Company offers new and used passenger cars, sports utility vehicles, hatchbacks, convertibles, vans, and pickup trucks. CarGurus serves customers in the United States."
CARS UN,CIE_DES,"Cars.com Inc. operates a digital marketplace and solutions provider. The Company offers digital tools for new and used vehicle listings, expert, and consumer reviews, research, and other information which helps shoppers to buy, sell, and service their vehicles. Cars.com serves automotive industries in the United States."
CASA UW,CIE_DES,"Casa Systems, Inc. provides telecommunication equipment and solutions. The Company offers cable, modem, optical, and Wi-Fi networking products. Casa Systems also provides software-centric infrastructure solutions that allow cable service providers to deliver voice, video, and data services over a single platform. Casa Systems operates worldwide."
CASH UW,CIE_DES,"Pathward Financial, Inc. operates as a holding company for a federally chartered savings bank. The Company, through its subsidiary, provides banking activities including accepting deposits, offering loans, and providing numerous other related financial products and services. Pathward Financial focuses on commercial, agricultural, and retail customers located in the United States."
CASS UW,CIE_DES,"Cass Information Systems, Inc. provides freight and utility invoice payment services to Fortune 500 and major logistics companies across North America. The Company also provides specialized banking services to privately held companies in St. Louis, Missouri, and to churches throughout the United States."
CATC UR,CIE_DES,"Cambridge Bancorp operates as a bank. The Bank provides personal and business banking, wealth management, credit cards, and accounting facilities. Cambridge serves customers in the United States."
CATO UN,CIE_DES,"The Cato Corporation owns and operates apparel retail stores. The Company offers merchandises, career, and casual sportswear, as well as dresses, coats, shoes, lingerie, costume jewelry, handbags, men's wear, and lines for kids and newborns. Cato serves customers in the United States."
CATY UW,CIE_DES,"Cathay General Bancorp is the holding company for Cathay Bank. The Bank accepts deposits and originates various loans, and offers trade financing, spot and forward contracts, internet banking, global investment services, and other services. Cathay Bank operates in California, New York, Texas, Washington, and Massachusetts."
CBAN UQ,CIE_DES,"Colony Bankcorp, Inc.operates as a bank. The Banks offers various services such as deposits, lending, and e-banking. Colony Bankcorp serves customers in the United States."
CBL UN,CIE_DES,"CBL & Associates Properties, Inc. is a self managed and self administered real estate investment trust. The Company owns regional shopping malls and community shopping centers in the United States."
BLUE UW,CIE_DES,"Bluebird Bio, Inc. provides biotechnological products and services. The Company offers gene therapies for severe genetic disorders such as childhood cerebral adrenoleukodystrophy, neurodegenerative disorders, and beta-thalassemia. Bluebird Bio operates in the United States."
BLX UN,CIE_DES,"Banco Latinoamericano de Comercio Exterior, S.A. is a specialized multinational bank established to finance the foreign trade of the countries in the Latin American and Caribbean region. The Bank focuses on short-term trade-related loans to borrowers who then loan the funds to various businesses and government institutions involved in foreign trade."
BMBL UW,CIE_DES,"Bumble Inc. develops application software. The Company offers an online dating application that enables users to meet new people for dating, friendship, and relationship. Bumble serves customers worldwide."
BMI UN,CIE_DES,"Badger Meter, Inc. manufactures and markets flow measurement and control products. The Company's products are used to measure and control the flow of liquids and gases in a variety of applications. Badger's products include water meters and associated systems, wastewater meters, industrial process meters, automotive fluid meters, small valves, and natural gas instruments."
BMRC UR,CIE_DES,"Bank of Marin Bancorp is a bank holding company. The Bank specializes in serving the borrowing and depository needs of businesses and individuals, as well as provides investment advisory and trust services."
BNGO UR,CIE_DES,"Bionano Genomics, Inc. provides a platform to analyze the long segments of genomic DNA and other biomolecules structural variations. The Company offers proprietary nanochannel chips, automated imaging instrument, integrated primary and secondary software, and application specific reagents. Bionano Genomics serves customers in the United States."
BNL UN,CIE_DES,"Broadstone Net Lease, Inc. operates as a real estate investment trust. The Company acquires, owns, and manages primarily single-tenant commercial real estate properties that are net leased on a long-term basis to a diversified group of tenants. Broadstone Net Lease serves customers in the United States and Canada."
BOC UN,CIE_DES,"Boston Omaha Corporation operates in advertising, insurance, and real estate business. The Company operations include ownership of multiple billboards, as well as equity investments in real estate and real estate service companies. Boston Omaha also owns an insurance business that specializes in surety bonds."
BODY UN,CIE_DES,"The Beachbody Company, Inc. operates as a health and fitness company. The Company offers wellness digital platforms and nutrition products. Beachbody Company serves customers worldwide."
BOOM UW,CIE_DES,"DMC Global Inc. operates as a technology company. The Company offers collaboration, research, development, and other services. DMC Global conducts its business worldwide."
BV UN,CIE_DES,"BrightView Holdings, Inc. operates as a holding company. The Company, through its subsidiaries, offers water management, golf course maintenance, tree growing and moving, and snow removal services. BrightView Holdings serves commercial, education, health care, residential, and retail sectors in the United States."
BVH UN,CIE_DES,Bluegreen Vacations Holding Corp is a vacation ownership company. The Company markets and sells vacation ownership interests (VOIs) and manages resorts in popular leisure and urban destinations. Bluegreen Vacations serves customers worldwide.
BVS UW,CIE_DES,"Bioventus Inc. operates as a medical device company. The Company offers ultrasound bone healing devices, musculoskeletal ultrasound devices, osteoarthritis pain treatments, bone fracture healing systems, and portable diagnostic systems. Bioventus serves customers worldwide."
BW UN,CIE_DES,"Babcock & Wilcox Enterprises, Inc. provides power generation equipment. The Company offers water-tube boilers, environmental systems, steam, and other related products. Babcock & Wilcox Enterprises serves industries worldwide."
BWB UR,CIE_DES,"Bridgewater Bancshares, Inc. operates as a bank."
BWFG UQ,CIE_DES,"Bankwell Financial Group, Inc. operates as a bank. The Bank provides personal and business banking services, as well as offers online banking, loans, and commercial mortgages. Bankwell Financial Group serves clients in the United States."
BXC UN,CIE_DES,"BlueLinx is a wholesale distributor of building and industrial products in the US with branded and private-label SKUs, and a broad distribution footprint. The company is headquartered Marietta Georgia and distributes structural and specialty products to national, regional, local dealers, specialty distributors, national home centers, industrial, and manufactured housing customers."
BXMT UN,CIE_DES,Blackstone Mortgage Trust Inc operates as a real estate investment trust. The Company primarily originates and purchases senior mortgage loans collateralized by properties located in the US and Europe
BY UN,CIE_DES,"Byline Bancorp, Inc. operates as a bank holding company. The Bank, through its subsidiaries, offers saving accounts, credit cards, loans, mortgages, lending, equipment leasing, cash management, and online banking services. Byline Bancorp serves customers in the United States."
BYND UW,CIE_DES,"Beyond Meat, Inc. develops plant based protein food products. The Company offers burgers, sausage, crumbles, strips, and other related products. Beyond Meat serves customers in the United States."
BGRY UW,CIE_DES,"Berkshire Grey, Inc. operates as an automation and robotics solution company. The Company offers intelligent automation and robotics solutions to automate online order fulfillment and store replenishment operations for leading retail, grocery, and eCommerce companies. Berkshire Grey serves customers worldwide."
BGS UN,CIE_DES,"B&G Foods Inc. manufactures, sells, and distributes shelf-stable foods across North America. The Company sells and distributes its products through supermarket warehouses, distributors, mass merchants, catalogs, and other sales channels. B&G sells foods such as salsa, maple syrup, pickles, baked beans, liquid smoke, meat spreads, and vinegars under its own brands."
BH UN,CIE_DES,"Biglari Holdings Inc. operates as a holding company. The Company, through its subsidiaries, invests in food and insurance companies. Biglari Holdings serves clients in the State of Texas."
BHB UA,CIE_DES,"Bar Harbor Bankshares operates as a bank. The Bank offers education funding, retirement, investment planning, insurance, risk management, and online banking services. Bar Harbor Bankshares serves clients in the United States."
BHE UN,CIE_DES,"Benchmark Electronics, Inc. provides contract electronics manufacturing and design services. The Company serves original equipment manufacturers of medical devices, industrial control equipment, testing and instrumentation products, and telecommunications equipment. Benchmark also offers product design, printed circuit board layout, prototyping and test development services."
BHG UN,CIE_DES,"Bright Health Group, Inc. provides health care services. The Company offers a digital health records platform to connect clinical, financial, and social data, to deliver exceptional outcomes. Bright Health Group operates in the United States."
BHIL UN,CIE_DES,"Benson Hill, Inc. is a food technology company. The Company offers technology platform which combines data, plant, and food sciences to create food, ingredient, and feed products. Benson Hill engages in plant-based protein movement with a pipeline of soy products and sell fresh produce products. Benson Hill serves customers worldwide."
BHLB UN,CIE_DES,"Berkshire Hills Bancorp, Inc. is the holding company for Berkshire Bank. The Bank is a Massachusetts chartered savings bank which operates in Pittsfield and Berkshire County in Massachusetts. Berkshire Bank also makes loans in eastern New York, northern Connecticut, Southern Vermont, and western Massachusetts."
BHM UA,CIE_DES,"Bluerock Homes Trust, Inc. operates as a real estate investment trust. The Company focuses on acquisition, development, and management of single-family rental homes and developing build-to-rent communities. Bluerock Homes Trust serves customers in the United States."
BHR UN,CIE_DES,Braemar Hotels & Resorts Inc. operates as a real estate investment company. The Company acquires and invests in luxury hotels and resorts. Braemar Hotels & Resorts serves customers in the United States.
CDXS UW,CIE_DES,"Codexis, Inc. develops biocatalysts for the pharmaceutical and fine chemicals industries. The Company offers technology that allows scale-up and implementation of biocatalytic solutions for customers manufacturing process. Codexis serves customers worldwide."
CEIX UN,CIE_DES,CONSOL Energy Inc. provides coal mining services. The Company produces and exports high-bituminous thermal and crossover metallurgical coal. The Company owns and operates productive longwall mining operations. CONSOL Energy serves customers in the United States.
CELH UR,CIE_DES,"Celsius Holdings, Inc. operates as a holding company. The Company, through its subsidiaries, provides thermogenic calorie-burning beverages. The Company markets its beverages multiple channels including grocery, drug, convenience stores, gyms, and nutrition stores. Celsius Holdings serves clients in the United States."
CELL UW,CIE_DES,PhenomeX Inc. operates as a biotechnology company. The Company focuses on discovery and development of therapies and cell biology for the prevention and treatment of diseases. PhenomeX serves customers worldwide.
CELU UR,CIE_DES,"Celularity Inc. operates as a clinical stage biotechnology company. The Company focuses on off-the-shelf placental-derived allogeneic cell therapies, including unmodified NK cells, genetically-modified NK cells, T cells engineered with a CAR (CAR T-cells), and mesenchymal-like adherent stromal cells (ASCs) targeting indications across cancer, infectious, and degenerative diseases."
CENN UR,CIE_DES,Cenntro Electric Group Limited in Commercial is a commercial EV technology company. The Company specializes in the production and sale of electric vehicles. Cenntro Electric Group serves clients in the United States.
CENT UW,CIE_DES,"Central Garden & Pet Company manufactures and distributes branded and private label products. The Company provides lawn, garden, pottery, and other outdoor products. Central Garden & Pet serves lawn and garden consumables and pet supplies markets."
CENTA UW,CIE_DES,"Central Garden & Pet Company manufactures and distributes branded and private label products. The Company provides lawn, garden, pottery, and other outdoor products. Central Garden & Pet serves lawn and garden consumables and pet supplies markets."
CENX UW,CIE_DES,"Century Aluminum Company produces primary aluminum, in both molten and ingot form, through facilities located in the United States. The Company owns and operates a reduction facility in Ravenswood, West Virginia, and owns a partial interest in a reduction facility in Mt. Holly, South Carolina. Century is also the operating partner of a reduction facility in Hawesville, Kentucky."
CERE UR,CIE_DES,"Cerevel Therapeutics Holdings, Inc. is a clinical-stage biopharmaceutical company that combines a deep understanding of the biology and neurocircuitry of the brain with advanced chemistry and central nervous system (CNS) receptor pharmacology to discover and develop new therapies."
BKU UN,CIE_DES,"BankUnited, Inc. is a bank holding company. The Company, through its subsidiaries, provides a range of financial products and services, such as personal, commercial, and business banking."
BL UW,CIE_DES,"BlackLine, Inc. develops and markets enterprise software. The Company offers cloud-based software that automates and manages complex, manual, and repetitive accounting processes. BlackLine serves customers globally."
BLBD UQ,CIE_DES,Blue Bird Corporation designs and manufactures school buses. The Company provides alternative fuel applications through propane-powered and compressed natural gas-powered school buses.
BLDE UR,CIE_DES,"Blade is a technology-powered urban air mobility platform committed to reducing travel friction by providing cost-effective air transportation alternatives to some of the most congested ground routes in the U.S. and abroad. Its asset-light model is designed to facilitate a seamless transition to Electric Vertical Aircraft (""EVA"" or ""eVTOL"")."
BLFS UR,CIE_DES,"BioLife Solutions, Inc. manufactures healthcare products.  The Company supplies cryostor, hypothermosol, bloodstor, and other related products. BioLife serves biotechnology and medical sectors worldwide."
BLFY UW,CIE_DES,"Blue Foundry Bancorp provides banking services. The Bank offers saving accounts, account checking, consumer and business loans, credit and debit cards, online and mobile banking, bill payment, and other financial services. Blue Foundry Bancorp serves customers in the United States."
BLKB UW,CIE_DES,"Blackbaud, Inc. operates as a software company. The Company designs and develops tech solutions and non-profit software for unique mission, goals, and needs. Blackbaud serves clients worldwide."
BLMN UW,CIE_DES,"Bloomin' Brands, Inc. owns and operates a chain of casual dining restaurants. The Company offers its products and services through company owned and franchised locations worldwide."
BLND UN,CIE_DES,"Blend Labs, Inc. designs and develops software. The Company offers a platform that focuses on mortgage lending, as well as provides an application experience for home buying process for both buyers and lenders. Blend Labs serves customers worldwide."
BLNK UR,CIE_DES,"Blink Charging Co. operates as an electric vehicle charging stations. The Company develops charging stations for building owners, parking garages, municipalities, sporting venues, and other public areas. Blink Charging serves customers in the United States."
BZH UN,CIE_DES,"Beazer Homes USA, Inc. designs, builds, and sells single family homes in the Southeast, Southwest, and South Central regions of the United States. The Company's homes are designed to appeal to entry-level and first move-up home buyers."
CAC UW,CIE_DES,Camden National Corporation is a multi-bank holding company. The Banks attracts deposits from the general public and uses those funds to originate a variety of commercial and consumer loans. Camden National operates in the State of Maine.
CADE UN,CIE_DES,"Cadence Bank operates as a commercial bank. The Bank offers student checking accounts, debit cards, online and mobile banking, money management, loans, mortgages, retirement planning, and advisory services. Cadence Bank serves customers in the United States."
CAKE UW,CIE_DES,"The Cheesecake Factory Incorporated operates as a restaurants. The Company offers prepared foods, snacks, and drinks for on and off-premises consumption. Cheesecake Factory serves customers in the United States."
CAL UN,CIE_DES,"Caleres, Inc. manufactures and distributes footwear. The Company offers shoes, sandals, and heel sandals for men, women, and children. Caleres serves retailers and consumers worldwide."
CALM UW,CIE_DES,"Cal-Maine Foods, Inc. offers poultry products. The Company produces, cleans, grades, packs, and sells fresh shell eggs. Cal-Maine Foods serves customers in the United States."
CALX UN,CIE_DES,"Calix, Inc. provides computer services. The Company offers communication software, networking solutions, and cloud computing services. Calix serves clients in the United States."
CANO UN,CIE_DES,"Cano Health, Inc. operates value-based primary care centers and supports affiliated primary care medical practices for seniors and underserved communities in US markets. Cano Health provides high quality, accessible, cost-effective primary care through population health management programs including telehealth, wellness programs and complex care management."
CARA UQ,CIE_DES,"Cara Therapeutics, Inc. develops therapeutics. The Company offers novel drugs for the treatment of human diseases associated with pain and inflammation. Cara Therapeutics serves customers in the United States."
CARE UW,CIE_DES,"Carter Bankshares, Inc. is a full service community bank. The Bank attracts deposits from the general public and uses  those funds to originate a variety of loans. Carter Bankshares serves customers in the States of Virginia and North Carolina."
CERS UQ,CIE_DES,"Cerus Corporation develops systems designed to enhance the safety of blood transfusions. The Company's systems inactivate pathogens in blood components and inactivate white blood cells, which are responsible for a variety of adverse transfusion reactions. Cerus' platform technologies prevent viral, bacterial, and cellular replication."
CEVA UW,CIE_DES,"CEVA, Inc. licenses DSP-based platforms applications to the semiconductor industry. The Company markets IPs for vision, audio, communications, and connectivity. CEVA serves a range of end markets, including mobile, consumer, automotive, and industrial."
CFB UW,CIE_DES,"CrossFirst Bankshares, Inc. operates as a bank holding company. The Company, through its subsidiaries, provides personal banking, wealth management, loans, savings accounts, leasing, retirement plans, investment management, and insurance services to businesses. CrossFirst Bankshares serves customers in the United States."
CFFN UW,CIE_DES,"Capitol Federal Financial, Inc. is a bank holding company. The Company's banking subsidiary provides a wide range of banking products and services, including home loans, checking and savings accounts, insurance, and online banking services."
CGEM UW,CIE_DES,"Cullinan Oncology, Inc. operates as a biopharmaceutical company. The Company focuses on developing a diversified pipeline of targeted oncology and immuno-oncology therapies with transformative potential for cancer patients. Cullinan Oncology serves customers worldwide."
CHCO UW,CIE_DES,"City Holding Company is a multi-bank holding company. The Banks provide diversified financial products and services to consumers and local businesses in West Virginia, Ohio, and California. City Holding provides credit, deposit, investment advisory, securities brokerage, insurance, and technology products and services."
CHCT UN,CIE_DES,"Community Healthcare Trust, Inc. is a fully-integrated healthcare real estate company. The Company was organized as a Maryland corporation to acquire and own properties that are leased to hospitals, doctors, healthcare systems or other healthcare service providers in Non-Urban markets."
CHEF UW,CIE_DES,"The Chefs' Warehouse, Inc. operates as a premier distributor of specialty food products in the United States. The Company focused on serving the specific needs of chefs who own and operate restaurants, fine dining establishments, country clubs, hotels, caterers, culinary schools, and specialty food stores."
CHGG UN,CIE_DES,"Chegg, Inc. provides online educational platform. The Company offers homework help, course selection, note taking, manuals, and textbook rentals services. Chegg serves customers in the United States."
CHRD UW,CIE_DES,"Chord Energy Corporation operates as an oil and gas exploration company. The Company acquires, exploits, develops, and explores for crude oil, natural gas, and natural gas liquids. Chord Energy serves customers in the United States."
BRKL UW,CIE_DES,"Brookline Bancorp, Inc. is the holding company for Brookline Bank. The Bank is a full-service financial institution providing individuals and small to mid-sized businesses with personal deposit and lending services, residential mortgages and home equity credit, C & I lending, commercial real estate lending, cash management, payroll and merchant services, and access to investment services."
BRP UW,CIE_DES,"BRP Group, Inc. operates as an independent insurance distribution firm. The Company offers personal insurance, commercial insurance, and benefits solutions to individuals and businesses. BRP Group serves customers globally."
BRSP UN,CIE_DES,"BrightSpire Capital, Inc. operates as a commercial real estate (CRE) credit REITs. The Company focuses on originating, acquiring, financing, and managing a diversified portfolio consisting primarily of CRE debt investments and net leased properties predominantly in the United States."
BRT UN,CIE_DES,BRT Apartments Corp. operates as a real estate investment trust. The Company invests in multi-family homes and residential apartments. BRT Apartments serves customers in the United States.
BRY UW,CIE_DES,"Berry Corporation operates as an upstream energy company. The Company engages in the acquisition, exploration, development, and production of oil and natural gas reserves. Berry serves customers throughout the United States."
BSIG UN,CIE_DES,Brightsphere Investment Group Inc. operates as an asset management firm. The Company provides investment management services to institutional investors. Brightsphere Investment Group serves customers worldwide.
BSRR UW,CIE_DES,"Sierra Bancorp provides banking services. The Bank grants commercial, real estate mortgage, construction, and consumer loans to farmers and businesses in the South Central, San Joaquin Valley of California, specifically Tulare, Fresno, Kern, and Kings and Madera counties. Sierra Bancorp also offers internet banking."
BTAI UR,CIE_DES,"BioXcel Therapeutics, Inc. operates as a commercial-stage biopharmaceutical company. The Company develops transformative medicines in neuroscience and immuno-oncology utilizing artificial intelligence approaches to drug identification and development. BioXcel Therapeutics serves customers worldwide."
BTU UN,CIE_DES,"Peabody Energy Corporation mines and markets low sulfur coal, primarily for use by electric utilities. The Company also trades coal and emission allowances. Peabody owns and operates mines in Arizona, Colorado, New Mexico and Wyoming, Illinois, Indiana, and Australia."
