ticker,NAME,CIE_DES,GICS_SECTOR_NAME,GICS_INDUSTRY_GROUP_NAME,GICS_INDUSTRY_NAME,GICS_SUB_INDUSTRY_NAME
GBX UN,GREENBRIER COMPANIES INC,"The Greenbrier Companies, Inc. supplies transportation equipment and services to the railroad and related industries. The Company's manufacturing segment produces railcars and marine vessels. Greenbrier also provides repair and refurbishment for intermodal and conventional railcars. In addition, the Company provides complementary leasing and services activities.",Industrials,Capital Goods,Machinery,Construction Machinery & Heavy
GCBC UR,GREENE COUNTY BANCORP INC,"Greene County Bancorp, Inc. is a bank holding company. The Bank, through its banking subsidiaries, operates branches in upstate New York that provide full service banking including retail, commercial, municipal and investment management.",Financials,Banks,Banks,Regional Banks
GCI UN,GANNETT CO INC,"Gannett Co., Inc. operates as a local newspaper company. The Company publishes news through storytelling and events that connect readers and communities, as well as focuses on business practices for sourcing, consumption, and waste. Gannett serves customers in the United States.",Communication Services,Media & Entertainment,Media,Publishing
GCMG UQ,GCM GROSVENOR INC - CLASS A,"GCM Grosvenor Inc. is an investment management company. The Company focuses on private equity, infrastructure investments, real estate, credit finance and absolute return. GCM Grosvenor serves customers worldwide.",Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
GCO UN,GENESCO INC,"Genesco Inc. operates as a specialty online retailer. The Company focuses on branded footwear, licensed and branded headwear, and wholesales branded footwear. Genesco serves customers in the United States, Puerto Rico, and Canada.",Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
GD UN,GENERAL DYNAMICS CORP,"General Dynamics Corporation is a diversified defense company. The Company offers a broad portfolio of products and services in business aviation, combat vehicles, weapons systems, munitions, shipbuilding design and construction, information systems, and technologies.",Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
GDDY UN,GODADDY INC - CLASS A,"GoDaddy Inc. provides a cloud-based web platform for small businesses, web design professionals, and individuals. The Company's platform provides applications that help them connect to their customers, manage their businesses, and get found online. GoDaddy serves clients worldwide.",Information Technology,Software & Services,IT Services,Internet Services & Infrastruc
GDEN UQ,GOLDEN ENTERTAINMENT INC,"Golden Entertainment, Inc. operates as a gaming company. The Company offers casino, distribute gaming, and lottery services. Golden Entertainment serves customers in the United States.",Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming
GDOT UN,GREEN DOT CORP-CLASS A,"Green Dot Corporation operates as a bank holding company that offers personal banking products and services. The Company provides prepaid debit card products, prepaid card reloading services, and mobile banking accounts. Green Dot offers its products and services to consumers across the United States via retail, online, and digital distribution channels.",Financials,Financial Services,Consumer Finance,Consumer Finance
GDYN UR,GRID DYNAMICS HOLDINGS INC,"Grid Dynamics Holdings, Inc. provides information technology services. The Company offers digital transformation strategy consulting, legacy replatforming solutions, technology engineering, and cloud services. Grid Dynamics Holdings serves customers worldwide.",Information Technology,Software & Services,IT Services,IT Consulting & Other Services
GE UN,GENERAL ELECTRIC CO,"General Electric Company is a globally diversified technology and financial services company. The Company's products and services include aircraft engines, power generation, water processing, and household appliances to medical imaging, business and consumer financing, and industrial products.",Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates
GEF UN,GREIF INC-CL A,"Greif, Inc. manufactures and markets industrial packaging products and services. The Company provides steel, plastic, fibre, flexible and corrugated containers, packaging accessories, and containerboard, as well as provides blending, filling, and packaging services. Greif serves customers worldwide.",Materials,Materials,Containers & Packaging,"Metal, Glass & Plastic Contain"
GEF/B UN,GREIF INC-CL B,"Greif, Inc. manufactures and markets industrial packaging products and services. The Company provides steel, plastic, fibre, flexible and corrugated containers, packaging accessories, and containerboard, as well as provides blending, filling, and packaging services. Greif serves customers worldwide.",Materials,Materials,Containers & Packaging,"Metal, Glass & Plastic Contain"
GEHC UW,GE HEALTHCARE TECHNOLOGY,"GE HealthCare Technologies Inc. provides medical technology, pharmaceutical diagnostics, and digital solutions. The Company offers imaging, ultrasound, maternal, ventilator, and patient monitoring equipment, as well as performance management, cybersecurity, technical training, site planning, integrated asset optimization, and clinical network solutions.",Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
GEN UW,GEN DIGITAL INC,"Gen Digital Inc. provides consumer cyber security solutions. The Company offers solutions which enables consumers to protect their devices, online privacy, identity, and home networks. Gen Digital serves customers worldwide.",Information Technology,Software & Services,Software,Systems Software
GEO UN,GEO GROUP INC/THE,"The GEO Group, Inc. operates private correctional facilities located mostly in the United States, but also in Australia, Canada, New Zealand, and South Africa. The Company offers educational programs, vocational training, and rehabilitation therapy services.",Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Security & Alarm Services
GERN UW,GERON CORP,"Geron Corporation operates as a clinical stage biopharmaceutical company. The Company develops telomerase inhibitor, imetelstat, and in hematologic myeloid malignancies. Geron serves customers in the State of California.",Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
GES UN,GUESS? INC,"Guess?, Inc. designs, markets, distributes, and licenses a collection of casual apparel, accessories, and related consumer products. The Company offers clothing for men and women, as well as markets other fashion accessories such as watches, jewelry, perfumes, bags, and shoes. Guess? serves customers worldwide.",Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
GEVO UR,GEVO INC,"Gevo Inc. operates as a technology development company for biobutanol. The Company offers products that enable the production of fuels for the diesel and jet markets, and the production of green chemicals derived from renewable resources.",Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
GFF UN,GRIFFON CORP,"Griffon Corporation manufactures building products, specialty plastic films, and electronic information and communication systems. The Company's products include garage doors, materials for disposable diapers, disposable health care products, sensor systems, and information and command and control systems. Griffon sells its products in the United States.",Industrials,Capital Goods,Building Products,Building Products
GFS UW,GLOBALFOUNDRIES INC,"GLOBALFOUNDRIES Inc. operates as a semiconductor contract manufacturing and design company. The Company offers chips designed for markets such as mobility, automotive, computing and wired connectivity, and consumer internet of things (IoT). GLOBALFOUNDRIES serves customers worldwide.",Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
GGG UN,GRACO INC,"Graco Inc. supplies technology for the management of fluids in both industrial and commercial applications. The Company designs, manufactures, and markets systems to move, measure, control, dispense, and apply fluid materials. Graco's products are used for applying paints and coatings, high-pressure cleaning of equipment, and lubricating and maintaining vehicles, and other equipment.",Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
GH UW,GUARDANT HEALTH INC,"Guardant Health, Inc. operates as a biotechnology company. The Company provides sequencing and cell diagnostics services for the cancer patients. Guardant Health serves patients worldwide.",Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
GHC UN,GRAHAM HOLDINGS CO-CLASS B,"Graham Holdings Company is a diversified education and media company whose principal operations include educational services, newspaper print and online publishing, television broadcasting and cable television systems.",Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
GIC UN,GLOBAL INDUSTRIAL CO,"Global Industrial Company operates as an an industrial equipment distributor. The Company offers product categories include electrical and lighting, fasteners and hardware, furniture and office, material handling, safety and security, storage and shelving, and metalworking and cutting tools. Global Industrial serves customers in the United States.",Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
GIII UW,G-III APPAREL GROUP LTD,"G-III Apparel Group, Ltd. is a clothing company. The Company designs, sources, and markets apparel, including outerwear, dresses, sportswear, swimwear, women's suits, and performance wear, as well as handbags, footwear, small leather goods, weather accessories, and luggage. G-III Apparel Group operates retail stores and licenses its proprietary brands for product categories.",Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
GILD UW,GILEAD SCIENCES INC,"Gilead Sciences, Inc. is a research-based biopharmaceutical company that discovers, develops, and commercializes therapeutics to advance the care of patients suffering from life-threatening diseases. The Company primary areas of focus include HIV, AIDS, liver disease, and serious cardiovascular and respiratory conditions.",Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
GIS UN,GENERAL MILLS INC,"General Mills, Inc. operates as a food company. The Company manufactures and markets branded consumer foods. General Mills serves customers worldwide.",Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
GKOS UN,GLAUKOS CORP,"Glaukos Corporation operates as an ophthalmic medical technology company. The Company develops, manufactures, and markets medical devices for the treatment of glaucoma. Glaukos offers micro-scale injectable therapies designed to address the complete range of glaucoma disease states and progression.",Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
GL UN,GLOBE LIFE INC,"Globe Life Inc. operates as an insurance company. The Company offers term, whole, and children's life insurance, as well as accidental benefits, mortgage protection, and medicare supplement plans. Globe Life operates in the State of Texas.",Financials,Insurance,Insurance,Life & Health Insurance
GLDD UW,GREAT LAKES DREDGE & DOCK CO,"Great Lakes Dredge & Dock Corporation offers marine services. The Company deepens and maintains waterways, shipping channels, ports, creates and maintains beaches, excavates harbors, build docks, terminals, piers, restores aquatic and wetland habitats. Great Lakes Dredge & Dock excavates pipeline, cable, and tunnel trenches.",Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
GLNG UW,GOLAR LNG LTD,"Golar LNG Limited operates as an independent owner and operator of liquefied natural gas (LNG) infrastructure, including carriers, floating storage and regasification units (FSRUs), and floating liquefaction (FLNG) vessels. Collectively these assets make Golar an integrated midstream LNG services provider supporting resource holders, gas producers, and consumers.",Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
GLOB UN,GLOBANT SA,"Globant S.A. is a software solutions company. The Company provides engineering, design, and innovation services for clients throughout North America and Europe.",Information Technology,Software & Services,IT Services,IT Consulting & Other Services
GLPI UW,GAMING AND LEISURE PROPERTIE,"Gaming and Leisure Properties, Inc. owns and leases casinos and other entertainment facilities.",Real Estate,Equity Real Estate Investment,Specialized REITs,Other Specialized REITs
GLRE UW,GREENLIGHT CAPITAL RE LTD-A,"Greenlight Capital Re, Ltd. provides reinsurance underwriting services. The Company offers property and casualty reinsurance products and services. Greenlight Capital Re serves customers in Ireland and Cayman Islands.",Financials,Insurance,Insurance,Reinsurance
GLT UN,GLATFELTER CORP,"Glatfelter Corporation manufactures and supplies papers and engineered materials. The Company offers composite fibers and airlaid materials for food and beverage applications, personal hygiene products, packaging, and home decor. Glatfelter serves customers worldwide.",Materials,Materials,Paper & Forest Products,Paper Products
GLUE UW,MONTE ROSA THERAPEUTICS INC,"Monte Rosa Therapeutics, Inc. operates as a biotechnology company. The Company focuses on developing molecular glues to degrade disease-causing proteins. Monte Rosa Therapeutics serves customers in the United States and Switzerland.",Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
GLW UN,CORNING INC,"Corning Incorporated is a global technology-based company. The Company produces optical fiber, cable, and photonic components for the telecommunications industry, as well as manufactures glass panels, funnels, liquid crystal display glass, and projection video lens assemblies for the information display industry.",Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Components
GM UN,GENERAL MOTORS CO,"General Motors Company designs, builds, and sells cars, trucks, crossovers, and automobile parts. The Company offers vehicle protection, parts, accessories, maintenance, satellite radio, and automotive financing services. General Motors provides its vehicles and services worldwide.",Consumer Discretionary,Automobiles & Components,Automobiles,Automobile Manufacturers
GME UN,GAMESTOP CORP-CLASS A,"GameStop Corporation operates specialty electronic game and PC entertainment software stores. The Company stores sell new and used video game hardware and software, as well as accessories. GameStop serves customers worldwide.",Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Computer & Electronics Retail
GMED UN,GLOBUS MEDICAL INC - A,"Globus Medical, Inc.operates as a medical device company. The Company is focused exclusively on the design, development, and commercialization of products that promote healing in patients with spine disorders. Globus Medical offers products of innovative fusion and disruptive technologies.",Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
GMRE UN,GLOBAL MEDICAL REIT INC,"Global Medical REIT, Inc. operates as a real estate investment company. The Company acquires and manages  real estate assets in the healthcare industry, which may include the real estate of hospitals, medical centers, nursing facilities and retirement homes.",Real Estate,Equity Real Estate Investment,Health Care REITs,Health Care REITs
GMS UN,GMS INC,"GMS Inc. distributes building products. The Company offers wallboard, suspended ceilings systems, steel framing, and complementary interior construction products. GMS serves wallboard and ceilings contractors and homebuilders throughout the United States.",Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
GNK UN,GENCO SHIPPING & TRADING LTD,"Genco Shipping & Trading Ltd. provides shipping services. The Company focuses on drybulk carrier ships used to transport iron ore, coal, grain, steel, and other products. Genco Shipping & Trading serves customers worldwide.",Industrials,Transportation,Marine Transportation,Marine Transportation
GNL UN,GLOBAL NET LEASE INC,"Global Net Lease, Inc. provides real estate investment trust services. The Company purchases and leases commercial property to customers and clients.",Real Estate,Equity Real Estate Investment,Diversified REITs,Diversified REITs
GNRC UN,GENERAC HOLDINGS INC,"Generac Holdings Inc. manufactures automatic, stationary standby, and portable generators. The Company offers generators to serve the residential, commercial, industrial, and telecommunications markets. Generac Holdings markets its products worldwide.",Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
GNTX UW,GENTEX CORP,"Gentex Corporation designs, manufactures, and markets products that use electro-optic technology. The Company's product lines include automatic-dimming rearview mirrors and fire protection products. Gentex's Night Vision Safety Mirror automatically darken to the degree required to eliminate rearview headlight glare. The Company sells its products around the world.",Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment
GNTY UN,GUARANTY BANCSHARES INC,"Guaranty Bancshares, Inc. is the holding company for Guaranty Bank.  The Bank operates through several banking locations in Texas.  In addition to its traditional banking services, Guaranty also provides financing for equipment leases, brokerage services, and audit functions.",Financials,Banks,Banks,Regional Banks
GNW UN,GENWORTH FINANCIAL INC-CL A,"Genworth Financial, Inc. offers insurance, wealth management, investment, and financial solutions. The Company offers products that include life insurance products, long-term care insurance, and mortgage guarantee insurance coverage on residential mortgage loans. Genworth serves customers worldwide.",Financials,Insurance,Insurance,Life & Health Insurance
GO UW,GROCERY OUTLET HOLDING CORP,"Grocery Outlet Holding Corp. retails grocery products. The Company owns and operates grocery stores and offers dairy, meat, vegetables, fruits, and health supplements. Grocery Outlet Holding serves customers in the United States.",Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Food Retail
GOEV UW,CANOO INC,"Canoo Inc. operates as an electric vehicle company. The Company specializes in cars, mini buses, and commercial vehicles for rental and sharing services. Canoo serves customers in the United States.",Consumer Discretionary,Automobiles & Components,Automobiles,Automobile Manufacturers
GOGL UW,GOLDEN OCEAN GROUP LTD,Golden Ocean Group Limited operates as an international dry bulk shipping company based in Bermuda. The Company mainly operates in the Capesize and Panamax market segments. Golden Ocean Group's fleet is managed by Golden Ocean Group Management (Bermuda) Limited.,Industrials,Transportation,Marine Transportation,Marine Transportation
GOGO UW,GOGO INC,"Gogo Inc. provides in-flight connectivity systems and services. The Company offers online aircraft systems, wireless digital entertainment, and other services. Gogo serves business aviation markets in the United States.",Communication Services,Telecommunication Services,Wireless Telecommunication Ser,Wireless Telecommunication Ser
GOLF UN,ACUSHNET HOLDINGS CORP,"Acushnet Holdings Corp. operates as a holding company. The Company, through its subsidiaries, designs, develops, manufactures, and distributes golf equipment and accessories. Acushnet Holdings sells its products primarily to on-course golf pro shops, selected off-course golf specialty and sporting goods stores, and other retailers worldwide.",Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products
GOOD UW,GLADSTONE COMMERCIAL CORP,Gladstone Commercial Corporation was created to invest in and own net leased industrial and commercial real estate properties. The Company making long-term industrial and commercial mortgage loans as well as actively seeking and evaluating properties for potential acquisition and mortgage financing.,Real Estate,Equity Real Estate Investment,Diversified REITs,Diversified REITs
GOOG UW,ALPHABET INC-CL C,"Alphabet Inc. operates as a holding company. The Company, through its subsidiaries, provides web-based search, advertisements, maps, software applications, mobile operating systems, consumer content, enterprise solutions, commerce, and hardware products.",Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
GOOGL UW,ALPHABET INC-CL A,"Alphabet Inc. operates as a holding company. The Company, through its subsidiaries, provides web-based search, advertisements, maps, software applications, mobile operating systems, consumer content, enterprise solutions, commerce, and hardware products.",Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
GOSS UW,GOSSAMER BIO INC,"Gossamer Bio, Inc. operates as a biopharmaceutical company. The Company focuses on discovering, acquiring, and developing therapeutics in the disease areas of immunology, inflammation, and oncology. Gossamer Bio serves customers in the United States.",Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
GPC UN,GENUINE PARTS CO,"Genuine Parts Company operates as an automotive store. The Company distributes automotive replacement parts, industrial replacement parts, office products, and electrical and electronic materials. Genuine Parts serves customers in the United States, in Canada, and in Mexico.",Consumer Discretionary,Consumer Discretionary Distrib,Distributors,Distributors
GPI UN,GROUP 1 AUTOMOTIVE INC,"Group 1 Automotive, Inc. owns and operates automobile dealerships. The Company sells new and used cars and light trucks, provides maintenance and repair services, and sells replacement parts, as well as arranges related financing, insurance, and extended service contracts. Group 1 Automotive operates in the States of Florida, Georgia, Colorado, Oklahoma, New Mexico, and Texas.",Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Automotive Retail
GPK UN,GRAPHIC PACKAGING HOLDING CO,Graphic Packaging Holding Company operates as an integrated provider of paperboard and integrated paperboard packaging solutions to multinational beverage and consumer products companies. The Company manufactures folding cartons for frozen and non-frozen food and beverage products.,Materials,Materials,Containers & Packaging,Paper & Plastic Packaging Prod
GPMT UN,GRANITE POINT MORTGAGE TRUST,"Granite Point Mortgage Trust Inc. provides real estate investment services. The Company originates, manages, and invests in senior floating-rate commercial mortgage loans and debt-like commercial real estate investments. Granite Point Mortgage Trust serves customers in the United States.",Financials,Financial Services,Mortgage Real Estate Investmen,Mortgage REITs
GPN UN,GLOBAL PAYMENTS INC,"Global Payments Inc. provides electronic transaction processing, information systems, and services. The Company serves the financial, corporate, government, and merchant communities worldwide. Global Payments offers funds transfer, merchant banking, accounting, Internet, and other services.",Financials,Financial Services,Financial Services,Transaction & Payment Processi
GPOR UN,GULFPORT ENERGY CORP,Gulfport Energy Corporation operates as an energy exploration and production company. The Company focuses on oil and natural gas exploration and production services. Gulfport Energy serves clients in the United States.,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
GPRE UW,GREEN PLAINS INC,"Green Plains Inc. owns and operates ethanol plants located in the Midwest U.S. The Company also markets and distributes fuel grade ethanol, livestock feed, and industrial grade corn oil. Green Plains provides grain handling, storage, and complementary agronomy services to local grain producers through grain elevators located in Iowa, Missouri, Nebraska, and Tennessee.",Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
GPRO UW,GOPRO INC-CLASS A,"GoPro, Inc. develops and manufactures wearable and gear mountable cameras along with related accessories. The Company's products are designed for use in activities ranging from action sports to professional videography. GoPro also offers mobile applications and software to enable users to edit, manage, and share their photo and video files.",Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Consumer Electronics
GPS UN,GAP INC/THE,"The Gap, Inc. operates as a clothing retailer. The Company offers casual apparels, jeans, pants, shirts, tops, accessories, and personal care products for men, women, and children. Gap serves customers worldwide.",Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
GRBK UN,GREEN BRICK PARTNERS INC,"Green Brick Partners, Inc. operates as a homebuilding and land development company. The Company develops residential homes, complexes, and communities. Green Brick Partners invests in a range of real estate investments, as well as provides land and construction financing to its controlled builders. Green Brick Partners serves customers in the States of Texas, Georgia, and Colorado.",Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
GRC UN,GORMAN-RUPP CO,"The Gorman-Rupp Company designs, manufactures, and sells pumps and related fluid control equipment. The Company's products are used in construction, industrial, petroleum, water, wastewater, original equipment, agricultural, fire protection, and military applications. Gorman-Rupp operates around the world.",Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
GREE UW,GREENIDGE GENERATION HOLDING,"Greenidge Generation Holdings Inc. operates as a holding company. The Company, through its subsidiaries, mines cryptocurrencies, with a focuses on the blockchain ecosystem and the generation of digital assets. Greenidge Generation Holdings serves customers worldwide.",Information Technology,Software & Services,Software,Application Software
GRMN UN,GARMIN LTD,"Garmin Ltd. provides navigation, communications, and information devices. The Company designs, develops, manufactures, and markets hand-held, portable, and fixed mount GPS-enabled products. Garmin serves automotive, aviation, marine, outdoor, and fitness markets worldwide.",Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Consumer Electronics
GRNA UQ,GREENLIGHT BIOSCIENCES HOLDI,"GreenLight Biosciences Holdings, PBC operates as a holding company. The Company, through its subsidiaries, develops RNA solutions for sustainable food production and human health with biological platform. GreenLight Biosciences Holdings serves customers worldwide.",Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
GRPN UW,GROUPON INC,"Groupon, Inc. operates a shopping website that shares information on local goods, services, and cultural events for businesses and consumers worldwide. The Company provides information on activities, travel destinations, consumer products, and live events.",Consumer Discretionary,Consumer Discretionary Distrib,Broadline Retail,Broadline Retail
GRWG UR,GROWGENERATION CORP,"GrowGeneration Corp. distributes agricultural products. The Company offers plant nutrition, farming soils, crops, climate control, harvest machines, and hydroponics equipment. GrowGeneration markets its products worldwide.",Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Home Improvement Retail
GS UN,GOLDMAN SACHS GROUP INC,"The Goldman Sachs Group, Inc., a bank holding company, is a global investment banking and securities firm specializing in investment banking, trading and principal investments, asset management and securities services. The Company provides services to corporations, financial institutions, governments, and high-net worth individuals.",Financials,Financial Services,Capital Markets,Investment Banking & Brokerage
GSAT UA,GLOBALSTAR INC,"Globalstar, Inc. provides mobile voice and data communications services via satellite. The Company primarily provides business and recreational communications to industry, government, and individual customers located in remote areas throughout the world.",Communication Services,Telecommunication Services,Diversified Telecommunication,Alternative Carriers
GSBC UW,GREAT SOUTHERN BANCORP INC,"Great Southern Bancorp, Inc. is the holding company for Great Southern Bank. The Bank attracts deposits and originates real estate, commercial real estate, commercial business, consumer, and construction loans through a network of offices in southwest and central Missouri. Great Southern Bancorp also offers insurance, appraisal, travel, discount brokerage, and related services.",Financials,Banks,Banks,Regional Banks
GSHD UW,GOOSEHEAD INSURANCE INC -A,"Goosehead Insurance, Inc. operates as an insurance agency. The Company offers home, auto, motorcycle, umbrella, flood, landlord, life, business, commercial auto, product liability, and recreational insurance services. Goosehead Insurance serves customers in the United States.",Financials,Insurance,Insurance,Insurance Brokers
GT UW,GOODYEAR TIRE & RUBBER CO,"The Goodyear Tire & Rubber Company develops, distributes, and sells tires. The Company manufactures and markets rubber and rubber-related chemicals and provides automotive repair services. Goodyear also retreads truck, aircraft, and heavy equipment tires. Goodyear Tire & Rubber Company serves customers in the United States.",Consumer Discretionary,Automobiles & Components,Automobile Components,Tires & Rubber
GTES UN,GATES INDUSTRIAL CORP PLC,"Gates Industrial Corporation plc designs and manufactures power transmission equipment. The Company offers water pumps, thermoplastics polyurethane belts, hydraulic tubing, and thermostats equipment to the construction, agricultural, automotive, transportation, and general industrial sectors. Gates Industrial serves customers globally.",Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
GTLS UN,CHART INDUSTRIES INC,"Chart Industries, Inc. operates as a global manufacturer of equipment used in the production, storage, and end-use of hydrocarbon and industrial gases. The Company offers products such as vacuum-insulated containment vessels, heat exchangers, cold boxes, and other cryogenic components.",Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
GTN UN,GRAY TELEVISION INC,"Gray Television, Inc. operates television stations. The Company operates in the southern, midwestern, and southwestern United States.",Communication Services,Media & Entertainment,Media,Broadcasting
GTY UN,GETTY REALTY CORP,"Getty Realty Corp. operates as a real estate investment trust. The Company specializes in the ownership, leasing, and financing of convenience store and gasoline station properties. Getty Realty owns properties across the Northeast and the Mid-Atlantic regions of the United States.",Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs
GVA UN,GRANITE CONSTRUCTION INC,"Granite Construction Incorporated is a heavy civil construction and transportation contractor serving both public and private sector clients. The Company concentrates on infrastructure projects, including the construction of roads, bridges, dams, tunnels, mass transit facilities, and airports. Granite also performs site preparation services for the private sector.",Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
GWH UN,ESS TECH INC,"ESS Tech, Inc. provides energy storage systems. The Company designs, builds, and deploys iron flow batteries for long-duration commercial and utility-scale energy storage applications requiring from 4 to 12 hours of flexible energy capacity. ESS Tech serves customers worldwide.",Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
GWRE UN,GUIDEWIRE SOFTWARE INC,"Guidewire Software Inc. develops and publishes enterprise software for the property and casualty insurance industry. The Company's software supports the workflow, collaboration with external partners, and rule-based decision-making that characterize modern underwriting and claims operations. Guidewire Software serves customers in the United States.",Information Technology,Software & Services,Software,Application Software
GWRS UQ,GLOBAL WATER RESOURCES INC,"Global Water Resources, Inc. operates as a water resource management company. The Company owns and operates regulated water and wastewater utilities, as well as promotes water saving and usage practices. Global Water Resources serves customers in the State of Arizona.",Utilities,Utilities,Water Utilities,Water Utilities
GWW UN,WW GRAINGER INC,"W.W. Grainger, Inc. distributes maintenance, repair, and operating supplies, and related information to the commercial, industrial, contractor, and institutional markets in North America. The Company's products include motors, HVAC equipment, lighting, hand and power tools, pumps, packaging, material handling, adhesives, safety, janitorial, electrical, and metalworking equipment.",Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
GXO UN,GXO LOGISTICS INC,"GXO Logistics, Inc. operates as a contract logistics provider. The Company solves complex logistics challenges for its blue-chip customers with technologically advanced supply chain solutions, at scale, with speed. GXO Logistics serves clients worldwide.",Industrials,Transportation,Air Freight & Logistics,Air Freight & Logistics
H UN,HYATT HOTELS CORP - CL A,"Hyatt Hotels Corporation operates as a hospitality company. The Company manages, franchises, owns, and develops branded hotels, resorts, and residential and vacation ownership properties. Hyatt Hotels serves customers worldwide.",Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
HA UW,HAWAIIAN HOLDINGS INC,"Hawaiian Holdings, Inc. provides transportation services. The Company offers scheduled and charter air transportation of passengers, cargo, and mail. Hawaiian Holdings serves passenger in the United States.",Industrials,Transportation,Passenger Airlines,Passenger Airlines
HAE UN,HAEMONETICS CORP/MASS,"Haemonetics Corporation designs, manufactures, and markets automated blood processing systems. The Company's products are for use in surgical blood salvage, blood component collections, and plasma collections. Haemonetics markets its products worldwide.",Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies
HAFC UW,HANMI FINANCIAL CORPORATION,"Hanmi Financial Corporation operates as a holding company for Hanmi Bank. The Bank is a business bank with its primary focus on servicing multi-ethnic small businesses in Southern California. Hanmi provides commercial small business association loans, trade finance, and consumer lending services.",Financials,Banks,Banks,Regional Banks
HAIN UW,HAIN CELESTIAL GROUP INC,"The Hain Celestial Group, Inc. is a natural and organic beverage, snack, specialty food, and personal care products company. The Company's product line include grocery store foods such as organic cookies, cooking oils, sugar free products, kosher foods, snacks, and frozen foods, as well as organic skin, hair, and body products. Hain Celestial operates in North America and Europe.",Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
HAL UN,HALLIBURTON CO,"Halliburton Company provides energy and engineering and construction services, as well as manufactures products for the energy industry. The Company offers services and products and integrated solutions to customers in the exploration, development, and production of oil and natural gas.",Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
HALO UW,HALOZYME THERAPEUTICS INC,"Halozyme Therapeutics, Inc. is a biopharmaceutical company developing products for the diabetes, cancer, dermatology, and drug delivery markets. The Company's platform technology is based on recombinant human hyaluronidase plus additional enzymes. Halozyme applies its technology to its proprietary programs and to partnerships with pharmaceutical companies.",Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
